brand,company,uretici,notlar,country,countryCode,countryEmoji,category,logo,companyLogo,mcapRank,employees,founded,website
Quaker,PepsiCo,PepsiCo,,Amerika,US,🇺🇸,Gıda,,/logo/pepsi.svg,,,1877,
Mountain Dew,PepsiCo,PepsiCo,,Amerika,US,🇺🇸,İçecek,,/logo/pepsi.svg,,,,
Red Bull,Red Bull GmbH,Red Bull GmbH,,AT,AT,,İçecek,/logo/redbull.svg,,,13000,1984,https://www.redbull.com
Nestlé,Nestlé S.A.,Nestlé S.A.,,İsviçre,CH,🇨🇭,Gıda,/logo/nestle.svg,,,275000,1866,https://www.nestle.com.tr
Nescafé,Nestlé S.A.,Nestlé S.A.,,İsviçre,CH,🇨🇭,İçecek,,/logo/nestle.svg,,,,
Nespresso,Nestlé S.A.,Nestlé S.A.,,İsviçre,CH,🇨🇭,Kahve & Cafe,,/logo/nestle.svg,,,1986,
Kit Kat,Nestlé S.A.,Nestlé S.A.,,İsviçre,CH,🇨🇭,Gıda,,/logo/nestle.svg,,,,
Maggi,Nestlé S.A.,Nestlé S.A.,,İsviçre,CH,🇨🇭,Gıda,,/logo/nestle.svg,,,,
Milo,Nestlé S.A.,Nestlé S.A.,,İsviçre,CH,🇨🇭,İçecek,,/logo/nestle.svg,,,,
Unilever,Unilever PLC,Unilever PLC,,İngiltere,GB,🇬🇧,Gıda,/logo/unilever.svg,,,127000,1929,https://www.unilever.com.tr
Dove,Unilever PLC,Unilever PLC,,İngiltere,GB,🇬🇧,Kozmetik,,/logo/unilever.svg,,,,
Axe,Unilever PLC,Unilever PLC,,İngiltere,GB,🇬🇧,Kozmetik,,/logo/unilever.svg,,,,
Lipton,Unilever PLC,Unilever PLC,,İngiltere,GB,🇬🇧,İçecek,,/logo/unilever.svg,,,,
Knorr,Unilever PLC,Unilever PLC,,İngiltere,GB,🇬🇧,Gıda,,/logo/unilever.svg,,,,
Algida,Unilever PLC,Unilever PLC,,İngiltere,GB,🇬🇧,Gıda,,/logo/unilever.svg,,,,
Domestos,Unilever PLC,Unilever PLC,,İngiltere,GB,🇬🇧,Kozmetik,,/logo/unilever.svg,,,,
Rexona,Unilever PLC,Unilever PLC,,İngiltere,GB,🇬🇧,Kozmetik,,/logo/unilever.svg,,,,
Clear,Unilever PLC,Unilever PLC,,İngiltere,GB,🇬🇧,Kozmetik,,/logo/unilever.svg,,,,
Gillette,Procter & Gamble,Procter & Gamble,,Amerika,US,🇺🇸,Kozmetik,/logo/gillette.svg,,,,1901,https://www.gillette.com.tr
Head & Shoulders,Procter & Gamble,Procter & Gamble,,Amerika,US,🇺🇸,Kozmetik,,/logo/pg.svg,,,,
Pantene,Procter & Gamble,Procter & Gamble,,Amerika,US,🇺🇸,Kozmetik,,/logo/pg.svg,,,,
Ariel,Procter & Gamble,Procter & Gamble,,Amerika,US,🇺🇸,Kozmetik,,/logo/pg.svg,,,,
Pampers,Procter & Gamble,Procter & Gamble,,Amerika,US,🇺🇸,Kozmetik,,/logo/pg.svg,,,,
Fairy,Procter & Gamble,Procter & Gamble,,Amerika,US,🇺🇸,Kozmetik,,/logo/pg.svg,,,,
Oral-B,Procter & Gamble,Procter & Gamble,,Amerika,US,🇺🇸,Sağlık,,/logo/pg.svg,,,,
Persil,Henkel AG,Henkel AG,,Almanya,DE,🇩🇪,Kozmetik,/logo/persil.svg,,,,,
Pritt,Henkel AG,Henkel AG,,Almanya,DE,🇩🇪,Kozmetik,,,,,,
Bref,Henkel AG,Henkel AG,,Almanya,DE,🇩🇪,Kozmetik,,,,,,
Schwarzkopf,Henkel AG,Henkel AG,,Almanya,DE,🇩🇪,Kozmetik,/logo/schwarzkopf.svg,,,,,
H&M,H & M Hennes & Mauritz,H & M Hennes & Mauritz,,İsveç,SE,🇸🇪,Giyim,/logo/hm.svg,,,160000,1947,https://www2.hm.com/tr_tr
MANGO,MANGO,MANGO,,İspanya,ES,🇪🇸,Moda,/logo/mango.svg,,,,1984,https://www.mango.com/tr
Tommy Hilfiger,PVH Corp,PVH Corp,,Amerika,US,🇺🇸,Moda,/logo/tommyhilfiger.svg,,,,,
Levi's,Levi Strauss & Co.,Levi Strauss & Co.,,Amerika,US,🇺🇸,Giyim,,,,,1853,https://www.levi.com/TR
GAP,Gap Inc.,Gap Inc.,,Amerika,US,🇺🇸,Giyim,/logo/gap.svg,,,,1969,https://www.gap.com
Under Armour,Under Armour,Under Armour,,Amerika,US,🇺🇸,Giyim,/logo/underarmour.svg,,,,1996,https://www.underarmour.com
New Balance,New Balance,New Balance,,Amerika,US,🇺🇸,Giyim,/logo/newbalance.svg,,,,1906,https://www.newbalance.com.tr
Reebok,Authentic Brands Group,Authentic Brands Group,,Amerika,US,🇺🇸,Giyim,/logo/reebok.svg,,,,1958,https://www.reebok.com.tr
Skechers,Skechers USA,Skechers USA,,Amerika,US,🇺🇸,Giyim,/logo/skechers.svg,,,,1992,https://www.skechers.com.tr
Decathlon,Decathlon S.A.,Decathlon S.A.,,Fransa,FR,🇫🇷,Perakende,/logo/decathlon.svg,,,90000,1976,https://www.decathlon.com.tr
Marks & Spencer TR,Marks and Spencer,Marks and Spencer,,İngiltere,GB,🇬🇧,Giyim,,,,,1884,https://www.marksandspencer.com.tr
Penti,Penti,Penti,,Türkiye,TR,🇹🇷,Giyim,,,,5000,1950,https://www.penti.com
Kiğılı,Kiğılı,Kiğılı,,Türkiye,TR,🇹🇷,Giyim,,,,,1954,https://www.kigili.com
Flo,FLO Mağazacılık,FLO Mağazacılık,,Türkiye,TR,🇹🇷,Giyim,,,,7000,2009,https://www.flo.com.tr
Aldo,Aldo Group,Aldo Group,,CA,CA,,Giyim,,,,,1972,https://www.aldoshoes.com
Pierre Cardin TR,Pierre Cardin,Pierre Cardin,,Fransa,FR,🇫🇷,Moda,,,,,,https://www.pierrecardin.com.tr
Guess,"Guess?, Inc.","Guess?, Inc.",,Amerika,US,🇺🇸,Moda,/logo/guess.svg,,,,1981,https://www.guess.com
Emporio Armani TR,Giorgio Armani,Giorgio Armani,,İtalya,IT,🇮🇹,Moda,,,,,1975,https://www.armani.com
Pizza Hut,Yum! Brands,Yum! Brands,,Amerika,US,🇺🇸,Fast Food,/logo/pizzahut.svg,,,,1958,https://www.pizzahut.com.tr
Taco Bell,Yum! Brands,Yum! Brands,,Amerika,US,🇺🇸,Fast Food,,,,,1962,https://www.tacobell.com
Popeyes,Restaurant Brands International,Restaurant Brands International,,Amerika,US,🇺🇸,Fast Food,,,,,1972,https://www.popeyes.com
Tim Hortons,Restaurant Brands International,Restaurant Brands International,,CA,CA,,Kahve & Cafe,,,,,1964,https://www.timhortons.com
Five Guys,Five Guys,Five Guys,,Amerika,US,🇺🇸,Fast Food,,,,,1986,https://www.fiveguys.com
Sbarro,Sbarro LLC,Sbarro LLC,,Amerika,US,🇺🇸,Fast Food,,,,,1956,https://www.sbarro.com
Gloria Jean's,Retail Food Group,Retail Food Group,,AU,AU,,Kahve & Cafe,,,,,1979,https://www.gloriajeans.com
Costa Coffee,The Coca-Cola Company,The Coca-Cola Company,"İngiliz menşeli kahve zinciri; 2019'da Coca-Cola tarafından 5,1 milyar dolara satın alınmıştır.",İngiltere,GB,🇬🇧,Kahve & Cafe,,/logo/cocacola.svg,,,1971,https://www.costa.co.uk
Cinnabon,Focus Brands,Focus Brands,,Amerika,US,🇺🇸,Kahve & Cafe,,,,,1985,https://www.cinnabon.com
HSBC TR,HSBC Holdings,HSBC Holdings,,İngiltere,GB,🇬🇧,Bankacılık,,,,220000,1865,https://www.hsbc.com.tr
Albaraka Türk,Albaraka Banking Group,Albaraka Banking Group,,BH,BH,,Bankacılık,,,,,1985,https://www.albarakaturk.com.tr
Kuveyt Türk,Kuwait Finance House,Kuwait Finance House,,KW,KW,,Bankacılık,,,,6000,1989,https://www.kuveytturk.com.tr
Ziraat Katılım,Türkiye Cumhuriyeti,Türkiye Cumhuriyeti,,Türkiye,TR,🇹🇷,Bankacılık,,,,,2015,https://www.ziraatkatilim.com.tr
Vakıf Katılım,Türkiye Cumhuriyeti,Türkiye Cumhuriyeti,,Türkiye,TR,🇹🇷,Bankacılık,,,,,2016,https://www.vakifkatilim.com.tr
Visa,Visa Inc.,Visa Inc.,,Amerika,US,🇺🇸,Finans,/logo/visa.svg,,,26500,1958,https://www.visa.com.tr
Mastercard,Mastercard Inc.,Mastercard Inc.,,Amerika,US,🇺🇸,Finans,/logo/mastercard.svg,,,29000,1966,https://www.mastercard.com.tr
PayPal,PayPal Holdings,PayPal Holdings,,Amerika,US,🇺🇸,Finans,/logo/paypal.svg,,,27200,1998,https://www.paypal.com
American Express,American Express,American Express,,Amerika,US,🇺🇸,Finans,/logo/amex.svg,,,,1850,https://www.americanexpress.com
Allianz TR,Allianz SE,Allianz SE,,Almanya,DE,🇩🇪,Finans,,,,150000,1890,https://www.allianz.com.tr
AXA Sigorta TR,AXA SA,AXA SA,,Fransa,FR,🇫🇷,Finans,,,,,1817,https://www.axa.com.tr
Anadolu Sigorta,İş Bankası,İş Bankası,,Türkiye,TR,🇹🇷,Finans,,,,,1925,https://www.anadolusigorta.com.tr
Mapfre Sigorta TR,Mapfre S.A.,Mapfre S.A.,,İspanya,ES,🇪🇸,Finans,,,,,1933,https://www.mapfre.com.tr
Garanti BBVA Sigorta,BBVA,BBVA,,İspanya,ES,🇪🇸,Finans,,,,,1992,https://www.garantisigorta.com.tr
Türkiye Sigorta,Türkiye Cumhuriyeti,Türkiye Cumhuriyeti,,Türkiye,TR,🇹🇷,Finans,,,,,2020,https://www.turkiyesigorta.com.tr
Fiat,Stellantis,Stellantis,,İtalya,IT,🇮🇹,Otomotiv,/logo/fiat.svg,,,,1899,https://www.fiat.com.tr
Opel,Stellantis,Stellantis,,Almanya,DE,🇩🇪,Otomotiv,/logo/opel.svg,,,,1862,https://www.opel.com.tr
Peugeot,Stellantis,Stellantis,,Fransa,FR,🇫🇷,Otomotiv,/logo/peugeot.svg,,,,1896,https://www.peugeot.com.tr
Citroën,Stellantis,Stellantis,,Fransa,FR,🇫🇷,Otomotiv,/logo/citroen.svg,,,,1919,https://www.citroen.com.tr
Alfa Romeo,Stellantis,Stellantis,,İtalya,IT,🇮🇹,Otomotiv,/logo/alfaromeo.svg,,,,1910,
Jeep,Stellantis,Stellantis,,Amerika,US,🇺🇸,Otomotiv,/logo/jeep.svg,,,,1941,
Kia,Hyundai Motor Group,Hyundai Motor Group,,Güney Kore,KR,🇰🇷,Otomotiv,/logo/kia.svg,,,,1944,https://www.kia.com/tr
Ford,Ford Motor Co,Ford Motor Co,,Amerika,US,🇺🇸,Otomotiv,/logo/ford.svg,,,177000,1903,https://www.ford.com.tr
Nissan,Renault-Nissan-Mitsubishi Alliance,Renault-Nissan-Mitsubishi Alliance,,Japonya,JP,🇯🇵,Otomotiv,/logo/nissan.svg,,,,1933,https://www.nissan.com.tr
Suzuki,Suzuki Motor Corp,Suzuki Motor Corp,,Japonya,JP,🇯🇵,Otomotiv,/logo/suzuki.svg,,,,1909,https://www.suzuki.com.tr
Volvo Cars,Geely Holding,Geely Holding,,İsveç,SE,🇸🇪,Otomotiv,/logo/volvo.svg,,,,1927,https://www.volvocars.com/tr
Land Rover,Tata Motors,Tata Motors,,İngiltere,GB,🇬🇧,Otomotiv,/logo/landrover.svg,,,,1948,https://www.landrover.com.tr
Jaguar,Tata Motors,Tata Motors,,İngiltere,GB,🇬🇧,Otomotiv,,,,,1922,https://www.jaguar.com
Mitsubishi,Renault-Nissan-Mitsubishi Alliance,Renault-Nissan-Mitsubishi Alliance,,Japonya,JP,🇯🇵,Otomotiv,/logo/mitsubishi.svg,,,,1917,
Hilton TR,Hilton Worldwide,Hilton Worldwide,,Amerika,US,🇺🇸,Perakende,,,,430000,1919,https://www.hilton.com/tr
Marriott TR,Marriott International,Marriott International,,Amerika,US,🇺🇸,Perakende,,,,380000,1927,https://www.marriott.com
Sheraton TR,Marriott International,Marriott International,,Amerika,US,🇺🇸,Perakende,,,,,1937,https://www.marriott.com/sheraton
Accor TR,Accor S.A.,Accor S.A.,,Fransa,FR,🇫🇷,Perakende,,,,300000,1967,https://www.accor.com
Novotel TR,Accor S.A.,Accor S.A.,,Fransa,FR,🇫🇷,Perakende,,,,,,https://www.novotel.com
ETS Tur,ETS Tur,ETS Tur,,Türkiye,TR,🇹🇷,Perakende,,,,,1987,https://www.etsglobal.com
Jolly Tur,Jolly Tur,Jolly Tur,,Türkiye,TR,🇹🇷,Perakende,,,,,1973,https://www.jolly.com.tr
Limak Holding,Limak Holding,Limak Holding,,Türkiye,TR,🇹🇷,İnşaat,,,,,1976,https://www.limak.com.tr
Rönesans,Rönesans Holding,Rönesans Holding,,Türkiye,TR,🇹🇷,İnşaat,,,,,1993,https://www.ronesans.com
Kalyon,Kalyon Holding,Kalyon Holding,,Türkiye,TR,🇹🇷,İnşaat,,,,,1972,https://www.kalyonholding.com
Insaat.com TR,Türkiye Cumhuriyeti,Türkiye Cumhuriyeti,,Türkiye,TR,🇹🇷,İnşaat,,,,,,
Çimsa,Sabancı Holding,Sabancı Holding,,Türkiye,TR,🇹🇷,İnşaat,,/logo/sabanci.svg,,,1972,https://www.cimsa.com.tr
Çimko,Yaşar Holding,Yaşar Holding,,Türkiye,TR,🇹🇷,İnşaat,,,,,1969,https://www.cimko.com.tr
Zoom,Zoom Video Communications,Zoom Video Communications,,Amerika,US,🇺🇸,Teknoloji,/logo/zoom.svg,,,7400,2011,https://www.zoom.us
Slack,Salesforce,Salesforce,,Amerika,US,🇺🇸,Teknoloji,/logo/slack.svg,,,,2013,https://www.slack.com
Dropbox,Dropbox Inc.,Dropbox Inc.,,Amerika,US,🇺🇸,Teknoloji,/logo/dropbox.svg,,,3000,2007,https://www.dropbox.com
Jira,Atlassian,Atlassian,,AU,AU,,Teknoloji,/logo/jira.svg,,,,2002,https://www.atlassian.com
GitHub,Microsoft Corp,Microsoft Corp,,Amerika,US,🇺🇸,Teknoloji,/logo/github.svg,/logo/microsoft.svg,,,2008,https://www.github.com
LinkedIn,Microsoft Corp,Microsoft Corp,,Amerika,US,🇺🇸,Sosyal Medya,/logo/linkedin.svg,/logo/microsoft.svg,,,2003,https://www.linkedin.com
Twitter/X,X Corp,X Corp,,Amerika,US,🇺🇸,Sosyal Medya,/logo/x.svg,,,,2006,https://www.x.com
Snapchat,Snap Inc.,Snap Inc.,,Amerika,US,🇺🇸,Sosyal Medya,/logo/snapchat.svg,,,,2011,https://www.snapchat.com
Pinterest,Pinterest Inc.,Pinterest Inc.,,Amerika,US,🇺🇸,Sosyal Medya,/logo/pinterest.svg,,,,2010,https://www.pinterest.com
Twitch,Amazon.com,Amazon.com,,Amerika,US,🇺🇸,Dijital Medya,,/logo/amazon.svg,,,2011,https://www.twitch.tv
Disney+,The Walt Disney Company,The Walt Disney Company,,Amerika,US,🇺🇸,Dijital Medya,/logo/disneyplus.svg,,,,2019,https://www.disneyplus.com
Prime Video,Amazon.com,Amazon.com,,Amerika,US,🇺🇸,Dijital Medya,,/logo/amazon.svg,,,2006,https://www.primevideo.com
Efsane TR,Trendyol,Trendyol,,Çin,CN,🇨🇳,E-Ticaret,,,,,,
Uber TR,Uber Technologies,Uber Technologies,,Amerika,US,🇺🇸,Teknoloji,/logo/uber.svg,,,32000,2009,https://www.uber.com/tr
Airbnb TR,Airbnb Inc.,Airbnb Inc.,,Amerika,US,🇺🇸,Perakende,/logo/airbnb.svg,,,6900,2008,https://www.airbnb.com.tr
Booking.com,Booking Holdings,Booking Holdings,,Hollanda,NL,🇳🇱,Perakende,/logo/booking.svg,,,25000,1996,https://www.booking.com
eToro,eToro Group Ltd.,eToro Group Ltd.,"Tel Aviv merkezli sosyal yatırım platformu. Hisse senedi, kripto para ve diğer varlıkların alım satımına aracılık eder. Kullanıcıların başarılı yatırımcıları taklit etmesine olanak tanır.",İsrail,IL,🇮🇱,Finans,,,,1600,2007,https://www.etoro.com
Payoneer,Payoneer Inc.,Payoneer Inc.,İsrail kökenli dijital ödeme platformu. Serbest çalışanlar ve küresel e-ticaret şirketleri tarafından yaygın biçimde kullanılmaktadır.,İsrail,IL,🇮🇱,Finans,,,,2100,2005,https://www.payoneer.com
Taboola,Taboola.com Ltd.,Taboola.com Ltd.,Tel Aviv merkezli içerik keşif ve yerel reklam platformu. Habersitelerinin 'Bunları da beğenebilirsiniz' bölümlerinde yaygın kullanılan bir İsrail şirketidir.,İsrail,IL,🇮🇱,Teknoloji,,,,2000,2007,https://www.taboola.com
AppsFlyer,AppsFlyer Ltd.,AppsFlyer Ltd.,Tel Aviv merkezli mobil pazarlama analitiği şirketi. Uygulama yüklemelerini ve kampanya performansını ölçmekte kullanılır.,İsrail,IL,🇮🇱,Teknoloji,,,,1500,2011,https://www.appsflyer.com
Varonis,Varonis Systems,Varonis Systems,İsrail menşeli veri güvenliği şirketi. Kurumsal veri erişim analitiği ve tehdit tespiti alanında faaliyet göstermektedir. NASDAQ'da işlem görmektedir.,İsrail,IL,🇮🇱,Siber Güvenlik,,,,2000,2005,https://www.varonis.com
Radware,Radware Ltd.,Radware Ltd.,İsrail merkezli ağ güvenliği ve uygulama dağıtım çözümleri şirketi. DDoS koruma ve yük dengeleme alanlarında faaliyet göstermektedir.,İsrail,IL,🇮🇱,Siber Güvenlik,,,,1100,1997,https://www.radware.com
SolarEdge,SolarEdge Technologies,SolarEdge Technologies,İsrail merkezli güneş enerjisi optimize edici ve invertör üreticisi. NASDAQ'da işlem görmekte olup dünya genelinde milyonlarca güneş paneli sistemiyle kullanılmaktadır.,İsrail,IL,🇮🇱,Enerji,,,,5000,2006,https://www.solaredge.com
Playtika,Playtika Holding,Playtika Holding,"İsrail merkezli mobil oyun şirketi. Slotomania, World Series of Poker gibi sosyal casino oyunlarıyla tanınmaktadır. NASDAQ'da işlem görmektedir.",İsrail,IL,🇮🇱,Oyun,,,,4000,2010,https://www.playtika.com
IronSource,Unity Technologies,Unity Technologies,"Tel Aviv merkezli oyun ve uygulama büyüme platformu. 2022'de Unity Technologies tarafından 4,4 milyar dolara satın alınmıştır.",İsrail,IL,🇮🇱,Teknoloji,,,,1700,2010,https://www.unity.com
WalkMe,SAP SE,SAP SE,"Tel Aviv merkezli dijital benimseme platformu. 2024'te SAP tarafından yaklaşık 1,5 milyar dolara satın alınmıştır.",İsrail,IL,🇮🇱,Teknoloji,,,,1000,2011,https://www.walkme.com
Imperva,Thales Group,Thales Group,İsrail kökenli siber güvenlik şirketi. Web uygulama güvenlik duvarı (WAF) ve veri güvenliği alanında lider konumdadır. 2023'te Thales Group tarafından satın alınmıştır.,İsrail,IL,🇮🇱,Siber Güvenlik,,,,1500,2002,https://www.imperva.com
Borusan Holding,Borusan Holding,Borusan Holding,,Türkiye,TR,🇹🇷,Holding,,,,15000,1944,https://www.borusan.com
Anadolu Grubu,Anadolu Grubu,Anadolu Grubu,,Türkiye,TR,🇹🇷,Holding,,,,24000,1950,https://www.anadolugrubu.com.tr
Doğan Holding,Doğan Ailesi,Doğan Ailesi,,Türkiye,TR,🇹🇷,Holding,,,,,1959,https://www.doganholding.com.tr
Alarko Holding,Alarko Holding,Alarko Holding,,Türkiye,TR,🇹🇷,Holding,,,,,1954,https://www.alarko.com.tr
OYAK,OYAK,OYAK,,Türkiye,TR,🇹🇷,Holding,,,,80000,1961,https://www.oyak.com.tr
Boydak Holding,Boydak Ailesi,Boydak Ailesi,,Türkiye,TR,🇹🇷,Holding,,,,,1957,https://www.boydak.com.tr
Demirören Holding,Demirören Ailesi,Demirören Ailesi,,Türkiye,TR,🇹🇷,Holding,,,,,1975,https://www.demirorenholding.com
Çalık Holding,Çalık Ailesi,Çalık Ailesi,,Türkiye,TR,🇹🇷,Holding,,,,,1981,https://www.calik.com
Cengiz Holding,Cengiz Ailesi,Cengiz Ailesi,,Türkiye,TR,🇹🇷,Holding,,,,,1980,https://www.cengiz.com.tr
Kalyon Holding,Kalyon Ailesi,Kalyon Ailesi,,Türkiye,TR,🇹🇷,Holding,,,,,1972,https://www.kalyonholding.com
Esas Holding,Esas Holding,Esas Holding,,Türkiye,TR,🇹🇷,Holding,,,,,1998,https://www.esasholding.com
Kalekim / Kale Grubu,Kale Grubu,Kale Grubu,,Türkiye,TR,🇹🇷,Holding,,,,,1948,https://www.kalegrp.com
Metro Türkiye,Metro AG,Metro AG,,Almanya,DE,🇩🇪,Süpermarket,,,,,1997,https://www.metro.com.tr
Lidl TR,Lidl Stiftung & Co.,Lidl Stiftung & Co.,,Almanya,DE,🇩🇪,Süpermarket,,,,300000,1930,https://www.lidl.com.tr
Koçtaş,Koç Holding,Koç Holding,,Türkiye,TR,🇹🇷,Perakende,,/logo/kocholding.svg,,,1993,https://www.koctas.com.tr
Bauhaus TR,Bauhaus GmbH,Bauhaus GmbH,,Almanya,DE,🇩🇪,Perakende,,,,,1960,https://www.bauhaus.com.tr
Boyner,Boyner Grup,Boyner Grup,,Türkiye,TR,🇹🇷,Perakende,,,,8000,1934,https://www.boyner.com.tr
Macro Center,Doğuş Holding,Doğuş Holding,,Türkiye,TR,🇹🇷,Süpermarket,,,,,2005,https://www.macrocenter.com.tr
Bizim Toptan,BİM,BİM,,Türkiye,TR,🇹🇷,Süpermarket,,,,,2007,https://www.bizimtoptan.com.tr
English Home,English Home,English Home,,Türkiye,TR,🇹🇷,Ev & Yaşam,,,,,2001,https://www.englishhome.com
Madame Coco,Madame Coco,Madame Coco,,Türkiye,TR,🇹🇷,Ev & Yaşam,,,,,2010,https://www.madamecoco.com
İstikbal,Boydak Holding,Boydak Holding,,Türkiye,TR,🇹🇷,Ev & Yaşam,,,,,1957,https://www.istikbal.com.tr
Bellona,Boydak Holding,Boydak Holding,,Türkiye,TR,🇹🇷,Ev & Yaşam,,,,,1980,https://www.bellona.com.tr
Yataş,Yataş Holding,Yataş Holding,,Türkiye,TR,🇹🇷,Ev & Yaşam,,,,,1976,https://www.yatas.com.tr
Çiçeksepeti,Çiçeksepeti,Çiçeksepeti,,Türkiye,TR,🇹🇷,E-Ticaret,,,,,2006,https://www.ciceksepeti.com
D&R,Doğan Holding,Doğan Holding,,Türkiye,TR,🇹🇷,Perakende,,,,,1956,https://www.dr.com.tr
Sportmaster TR,Sportmaster Group,Sportmaster Group,,RU,RU,,Perakende,,,,,,https://www.sportmaster.com.tr
LC Waikiki Mağazaları,LC Waikiki,LC Waikiki,,Türkiye,TR,🇹🇷,Perakende,,,,,,https://www.lcwaikiki.com
Paşabahçe,Şişecam,Şişecam,,Türkiye,TR,🇹🇷,Ev & Yaşam,,,,,1935,https://www.pasabahce.com
Şişecam,Şişecam,Şişecam,,Türkiye,TR,🇹🇷,Yapı & Tasarım,,,,22000,1935,https://www.sisecam.com.tr
Şekerbank,Şekerbank,Şekerbank,,Türkiye,TR,🇹🇷,Bankacılık,,,,,1953,https://www.sekerbank.com.tr
TSKB,İş Bankası,İş Bankası,,Türkiye,TR,🇹🇷,Bankacılık,,,,,1950,https://www.tskb.com.tr
Fibabanka,Fiba Group,Fiba Group,,Türkiye,TR,🇹🇷,Bankacılık,,,,,1984,https://www.fibabanka.com.tr
Odea Bank,Bank Audi SAL,Bank Audi SAL,,LB,LB,,Bankacılık,,,,,2012,https://www.odeabank.com.tr
Türk Eximbank,Türkiye Cumhuriyeti,Türkiye Cumhuriyeti,,Türkiye,TR,🇹🇷,Bankacılık,,,,,1987,https://www.eximbank.gov.tr
Burgan Bank TR,Burgan Bank,Burgan Bank,,KW,KW,,Bankacılık,,,,,2012,https://www.burgan.com.tr
Alternatif Bank,Commercial Bank Qatar,Commercial Bank Qatar,,Katar,QA,🇶🇦,Bankacılık,,,,,1992,https://www.alternatifbank.com.tr
Halk Sigorta,Halkbank,Halkbank,,Türkiye,TR,🇹🇷,Finans,,,,,1990,https://www.halksigorta.com.tr
Ziraat Sigorta,Türkiye Cumhuriyeti,Türkiye Cumhuriyeti,,Türkiye,TR,🇹🇷,Finans,,,,,2013,https://www.ziraatsigorta.com.tr
Milli Reasürans,İş Bankası,İş Bankası,,Türkiye,TR,🇹🇷,Finans,,,,,1929,https://www.millire.com
Ray Sigorta,İş Bankası,İş Bankası,,Türkiye,TR,🇹🇷,Finans,,,,,1958,https://www.raysigorta.com.tr
Corendon Airlines,Corendon Group,Corendon Group,,Türkiye,TR,🇹🇷,Havacılık,,,,,2004,https://www.corendon-airlines.com
Turkish Cargo,Türk Hava Yolları,Türk Hava Yolları,,Türkiye,TR,🇹🇷,Lojistik,,/logo/thy.svg,,,2002,https://www.turkishcargo.com.tr
Lufthansa TR,Lufthansa Group,Lufthansa Group,,Almanya,DE,🇩🇪,Havacılık,,,,105000,1953,https://www.lufthansa.com/tr/tr
Emirates TR,Emirates Group,Emirates Group,,BAE,AE,🇦🇪,Havacılık,/logo/emirates.svg,,,100000,1985,https://www.emirates.com/tr
Qatar Airways TR,Qatar Airways,Qatar Airways,,Katar,QA,🇶🇦,Havacılık,,,,50000,1993,https://www.qatarairways.com/tr-tr
British Airways TR,International Airlines Group,International Airlines Group,,İngiltere,GB,🇬🇧,Havacılık,,,,,1974,https://www.britishairways.com
Air France TR,Air France-KLM,Air France-KLM,,Fransa,FR,🇫🇷,Havacılık,,,,,1933,https://www.airfrance.com.tr
KLM TR,Air France-KLM,Air France-KLM,,Hollanda,NL,🇳🇱,Havacılık,,,,33000,1919,https://www.klm.com/tr
Flydubai TR,flydubai,flydubai,,BAE,AE,🇦🇪,Havacılık,,,,,2008,https://www.flydubai.com/tr
EasyJet TR,easyJet plc,easyJet plc,,İngiltere,GB,🇬🇧,Havacılık,,,,15000,1995,https://www.easyjet.com
Aksa Enerji,Kazancı Holding,Kazancı Holding,,Türkiye,TR,🇹🇷,Enerji,,,,4500,1997,https://www.aksaenerji.com.tr
Aksa Doğalgaz,Kazancı Holding,Kazancı Holding,,Türkiye,TR,🇹🇷,Enerji,,,,,2009,https://www.aksadogalgaz.com.tr
BP TR,BP plc,BP plc,,İngiltere,GB,🇬🇧,Enerji,/logo/bp.svg,,,90000,1908,https://www.bp.com/tr
TotalEnergies TR,TotalEnergies SE,TotalEnergies SE,,Fransa,FR,🇫🇷,Enerji,,,,100000,1924,https://totalenergies.com/tr
BOTAŞ,Türkiye Cumhuriyeti,Türkiye Cumhuriyeti,,Türkiye,TR,🇹🇷,Enerji,,,,,1974,https://www.botas.gov.tr
İGDAŞ,İstanbul Büyükşehir Belediyesi,İstanbul Büyükşehir Belediyesi,,Türkiye,TR,🇹🇷,Enerji,,,,,1988,https://www.igdas.com.tr
TEDAŞ,Türkiye Cumhuriyeti,Türkiye Cumhuriyeti,,Türkiye,TR,🇹🇷,Enerji,,,,,1970,https://www.tedas.gov.tr
Borusan EnBW,Borusan Holding,Borusan Holding,,Türkiye,TR,🇹🇷,Enerji,,,,,2008,https://www.borusanenbw.com.tr
Aydem Enerji,Kolin Grubu,Kolin Grubu,,Türkiye,TR,🇹🇷,Enerji,,,,,2013,https://www.aydem.com.tr
Enerjisa Üretim,E.ON SE,E.ON SE,,Almanya,DE,🇩🇪,Enerji,,,,,2013,https://www.enerjisauretim.com.tr
TPAO,Türkiye Cumhuriyeti,Türkiye Cumhuriyeti,,Türkiye,TR,🇹🇷,Enerji,,,,,1954,https://www.tpao.gov.tr
Anadolu Efes,Anadolu Grubu,Anadolu Grubu,,Türkiye,TR,🇹🇷,İçecek,,,,14000,1969,https://www.anadoluefes.com
Efes Pilsener,Anadolu Efes,Anadolu Efes,,Türkiye,TR,🇹🇷,İçecek,,,,,,https://www.efes.com.tr
Bomonti,Anadolu Efes,Anadolu Efes,Türkiye'nin ilk bira markalarından biri; Anadolu Efes bünyesinde üretilmektedir.,Türkiye,TR,🇹🇷,İçecek,,,,,,
